50,50,50,50,50
50,45,55,50,50
50,41,59,50,50
50,36,64,50,50
50,31,69,50,50
50,26,74,50,50
50,21,79,50,50
50,17,83,50,50
50,12,88,50,50
50,7,93,50,50
50,3,97,50,50
48,0,102,50,50
43,0,107,50,50
40,0,110,50,50
36,0,114,50,50
32,0,118,50,50
28,0,122,50,50
23,0,127,50,50
18,0,132,50,50
18,0,137,50,45
18,0,140,50,42
18,0,145,50,37
18,0,150,50,32
18,0,155,50,27
18,0,160,50,22
18,0,165,50,17
18,0,170,50,12
18,0,173,50,9
18,0,176,50,6
18,0,180,50,2
15,0,185,50,0
15,0,182,53,0
13,0,179,58,0
13,0,176,61,0
13,0,172,65,0
13,0,169,68,0
12,0,165,73,0
12,0,161,77,0
11,0,159,80,0
11,0,156,83,0
10,0,155,85,0
9,0,152,89,0
9,0,148,93,0
9,0,144,97,0
9,0,142,99,0
9,0,138,103,0
9,0,133,108,0
9,0,131,110,0
9,0,128,113,0
7,0,126,117,0
