50,50,50,50,50
45,55,50,50,50
40,60,50,50,50
35,65,50,50,50
30,70,50,50,50
25,75,50,50,50
20,80,50,50,50
15,85,50,50,50
10,90,50,50,50
5,95,50,50,50
0,100,50,50,50
0,105,49,50,46
0,110,49,50,41
0,115,49,50,36
0,120,49,50,31
0,125,49,50,26
0,130,47,50,23
0,135,47,50,18
0,140,46,50,14
0,145,44,50,11
0,150,44,50,6
0,155,41,50,4
0,160,38,50,2
0,165,34,50,1
0,170,30,50,0
0,175,25,50,0
0,180,20,50,0
0,185,15,50,0
0,190,10,50,0
0,195,5,50,0
0,200,2,48,0
0,205,0,45,0
0,209,0,41,0
0,214,0,36,0
0,219,0,31,0
0,222,0,28,0
0,227,0,23,0
0,232,0,18,0
0,236,0,14,0
0,238,0,12,0
0,241,0,9,0
0,243,0,7,0
0,245,0,5,0
0,248,0,2,0
0,248,0,2,0
0,250,0,0,0
0,250,0,0,0
0,250,0,0,0
0,250,0,0,0
0,250,0,0,0
