50,50,50,50,50
50,55,49,48,48
54,53,49,47,47
59,52,47,46,46
58,52,46,49,45
57,52,48,49,44
54,51,47,54,44
54,50,46,52,48
53,49,50,51,47
53,48,54,49,46
53,46,59,47,45
52,49,58,46,45
51,48,56,51,44
50,47,61,51,41
49,51,58,51,41
49,49,58,54,40
48,47,58,57,40
47,47,63,55,38
47,46,61,54,42
50,44,61,53,42
55,43,60,51,41
54,41,65,51,39
52,41,70,49,38
57,41,69,48,35
55,41,68,51,35
53,45,67,50,35
52,44,65,49,40
50,44,64,53,39
49,44,62,56,39
49,42,66,55,38
46,41,66,60,37
49,41,66,58,36
48,41,68,58,35
47,45,67,57,34
46,47,66,57,34
46,44,64,62,34
50,43,64,61,32
47,43,68,60,32
47,42,72,57,32
47,42,68,61,32
50,42,68,59,31
50,46,66,58,30
49,46,64,57,34
48,45,68,55,34
46,48,68,54,34
45,47,66,58,34
49,47,65,55,34
54,46,65,52,33
51,46,68,52,33
56,43,67,52,32
