50.0,50.0,50.0,50.0,50.0
45.0,50.0,55.0,50.0,50.0
40.01,49.99,60.0,50.0,50.0
38.48,46.52,65.0,50.0,50.0
38.42,41.58,70.0,50.0,50.0
38.42,36.58,75.0,50.0,50.0
38.42,31.58,80.0,50.0,50.0
38.42,26.58,85.0,50.0,50.0
38.42,21.58,90.0,50.0,50.0
38.42,16.58,95.0,50.0,50.0
38.42,11.58,100.0,50.0,50.0
38.42,6.58,105.0,50.0,50.0
38.42,1.58,110.0,50.0,50.0
37.67,0.0,115.0,47.42,49.91
37.04,0.0,120.0,43.15,49.81
36.58,0.0,125.0,38.62,49.8
36.29,0.0,130.0,33.91,49.8
36.14,0.0,135.0,29.06,49.8
36.05,0.0,140.0,24.15,49.8
36.0,0.0,145.0,19.2,49.8
36.0,0.0,150.0,14.2,49.8
35.97,0.0,155.0,9.23,49.8
35.85,0.0,160.0,4.35,49.8
34.49,0.0,164.85,0.71,49.95
30.16,0.0,169.3,0.04,50.5
25.2,0.0,174.15,0.0,50.65
20.21,0.0,179.14,0.0,50.65
15.21,0.0,184.14,0.0,50.65
10.32,0.0,189.12,0.0,50.56
6.2,0.0,194.08,0.0,49.72
3.99,0.0,198.99,0.0,47.02
3.51,0.0,203.98,0.0,42.51
3.46,0.0,208.93,0.0,37.61
3.46,0.0,213.85,0.0,32.69
3.51,0.0,218.69,0.0,27.8
4.51,0.0,222.6,0.0,22.89
7.41,0.0,224.57,0.0,18.02
11.41,0.0,225.2,0.0,13.39
15.71,0.0,224.81,0.0,9.48
20.06,0.0,223.19,0.0,6.75
24.41,0.0,220.62,0.0,4.97
28.76,0.0,217.32,0.0,3.92
33.11,0.0,213.35,0.0,3.54
37.46,0.0,209.09,0.0,3.45
41.81,0.0,204.78,0.0,3.41
46.16,0.0,200.44,0.0,3.4
50.51,0.0,196.09,0.0,3.4
54.86,0.0,191.74,0.0,3.4
59.11,0.0,187.39,0.0,3.5
63.16,0.0,183.04,0.0,3.8
