50.0,50.0,50.0,50.0,50.0
45.0,54.8,50.0,50.2,50.0
40.0,59.5,50.0,50.5,50.0
35.0,63.9,50.0,51.1,50.0
30.0,68.15,50.0,51.85,50.0
25.0,71.65,50.0,53.35,50.0
20.0,74.85,50.0,55.15,50.0
15.0,77.5,50.1,57.4,50.0
10.0,79.05,50.25,60.7,50.0
5.0,80.25,50.6,64.15,50.0
0.01,81.4,50.95,67.65,49.99
0.0,81.68,51.99,71.3,45.03
0.0,81.75,52.49,75.7,40.06
0.0,81.77,53.04,80.1,35.09
0.0,81.73,53.29,84.85,30.13
0.0,81.66,53.34,89.8,25.2
0.0,81.55,53.39,94.75,20.31
0.0,81.42,53.49,99.6,15.49
0.0,81.19,53.59,104.5,10.72
0.0,80.74,53.59,109.5,6.17
0.0,79.51,53.54,114.5,2.45
0.0,76.31,53.45,119.5,0.74
0.0,71.92,53.31,124.5,0.27
0.0,67.16,53.24,129.5,0.1
0.0,62.29,53.16,134.49,0.06
0.0,57.34,53.19,139.44,0.03
0.0,52.37,53.17,144.44,0.02
0.0,47.4,53.15,149.44,0.01
0.0,42.41,53.14,154.44,0.01
0.0,37.41,53.14,159.44,0.01
0.0,32.42,53.14,164.44,0.0
0.0,27.42,53.14,169.44,0.0
0.0,22.44,53.12,174.44,0.0
0.0,17.68,53.0,179.32,0.0
0.0,13.09,52.6,184.31,0.0
0.0,8.98,51.85,189.17,0.0
0.0,5.54,50.55,193.91,0.0
0.0,3.14,48.39,198.47,0.0
0.0,1.62,45.33,203.05,0.0
0.0,0.75,41.67,207.58,0.0
0.0,0.44,37.63,211.93,0.0
0.0,0.25,33.46,216.29,0.0
0.0,0.15,29.21,220.64,0.0
0.0,0.1,25.01,224.89,0.0
0.0,0.05,21.0,228.95,0.0
0.0,0.0,17.06,232.94,0.0
0.0,0.0,13.09,236.91,0.0
0.0,0.0,9.74,240.26,0.0
0.0,0.0,6.86,243.14,0.0
0.0,0.0,4.47,245.53,0.0
