50.0,50.0,50.0,50.0,50.0
45.0,55.0,50.0,50.0,50.0
40.0,59.95,50.0,50.05,50.0
35.0,64.9,50.0,50.1,50.0
30.0,69.8,50.0,50.2,50.0
25.0,74.75,50.0,50.25,50.0
20.0,79.65,50.0,50.35,50.0
15.0,84.6,50.0,50.4,50.0
10.0,89.4,50.0,50.6,50.0
5.0,94.4,50.0,50.6,50.0
0.14,99.25,50.0,50.75,49.86
0.0,104.05,49.54,50.95,45.46
0.0,108.9,49.03,51.1,40.97
0.0,113.8,48.41,51.2,36.59
0.0,118.75,47.88,51.25,32.12
0.0,123.7,47.25,51.3,27.75
0.0,128.65,46.56,51.35,23.44
0.0,133.65,45.63,51.34,19.38
0.0,138.55,44.66,51.44,15.35
0.0,143.4,43.56,51.59,11.45
0.0,148.35,42.02,51.63,8.0
0.0,153.3,40.05,51.68,4.97
0.0,158.25,37.14,51.73,2.88
0.0,163.15,33.52,51.83,1.5
0.0,168.05,29.39,51.92,0.64
0.0,172.95,24.82,52.02,0.21
0.0,177.95,19.99,52.0,0.06
0.0,182.95,15.06,51.99,0.0
0.0,187.95,10.08,51.97,0.0
0.0,192.95,5.17,51.88,0.0
0.0,197.88,0.89,51.23,0.0
0.0,202.33,0.01,47.66,0.0
0.0,206.76,0.0,43.24,0.0
0.0,210.99,0.0,39.01,0.0
0.0,215.36,0.0,34.64,0.0
0.0,219.44,0.0,30.56,0.0
0.0,223.76,0.0,26.24,0.0
0.0,227.8,0.0,22.2,0.0
0.0,231.79,0.0,18.21,0.0
0.0,235.49,0.0,14.51,0.0
0.0,238.99,0.0,11.01,0.0
0.0,241.99,0.0,8.01,0.0
0.0,244.28,0.0,5.72,0.0
0.0,246.21,0.0,3.79,0.0
0.0,247.53,0.0,2.47,0.0
0.0,248.51,0.0,1.49,0.0
0.0,249.16,0.0,0.84,0.0
0.0,249.56,0.0,0.44,0.0
0.0,249.77,0.0,0.23,0.0
0.0,249.86,0.0,0.14,0.0
