50.0,50.0,50.0,50.0,50.0
50.0,45.22,54.78,50.0,50.0
50.0,40.39,59.61,50.0,50.0
50.0,35.58,64.42,50.0,50.0
50.0,30.82,69.18,50.0,50.0
50.0,26.16,73.84,50.0,50.0
50.0,21.51,78.49,50.0,50.0
50.0,16.91,83.09,50.0,50.0
50.0,12.49,87.51,50.0,50.0
50.0,8.26,91.74,50.0,50.0
50.0,4.31,95.69,50.0,50.0
49.01,0.96,100.03,50.0,50.0
45.09,0.05,104.86,50.0,50.0
40.32,0.0,109.68,50.0,50.0
35.59,0.0,114.41,50.0,50.0
30.96,0.0,119.04,50.0,50.0
26.25,0.0,123.75,50.0,50.0
21.8,0.0,128.41,50.0,49.79
19.95,0.0,133.22,50.0,46.83
19.8,0.0,138.04,50.0,42.16
19.8,0.0,142.81,50.0,37.39
19.8,0.0,147.58,50.0,32.62
19.8,0.0,152.15,50.0,28.05
19.8,0.0,156.76,50.0,23.44
19.8,0.0,161.37,50.0,18.83
19.8,0.0,165.87,50.0,14.33
19.8,0.0,170.14,50.0,10.06
19.77,0.0,174.26,50.0,5.97
19.25,0.0,178.32,50.07,2.36
18.02,0.0,179.89,51.54,0.55
17.32,0.0,177.85,54.78,0.05
17.02,0.0,174.38,58.6,0.0
16.67,0.0,170.97,62.36,0.0
16.18,0.0,167.72,66.1,0.0
15.84,0.0,164.41,69.75,0.0
15.5,0.0,161.01,73.49,0.0
15.12,0.0,157.69,77.19,0.0
14.82,0.0,154.53,80.65,0.0
14.5,0.0,151.45,84.05,0.0
14.23,0.0,148.63,87.14,0.0
14.02,0.0,145.53,90.45,0.0
13.8,0.0,142.56,93.64,0.0
13.54,0.0,139.71,96.75,0.0
13.26,0.0,136.85,99.89,0.0
12.97,0.0,134.08,102.95,0.0
12.75,0.0,131.26,105.99,0.0
12.44,0.0,128.6,108.96,0.0
12.16,0.0,126.11,111.73,0.0
11.97,0.0,123.53,114.5,0.0
11.79,0.0,120.91,117.3,0.0
