50,50,50,50,50
49,48,50,49,54
53,46,49,49,53
53,46,47,52,52
53,50,45,52,50
51,48,50,52,49
50,51,49,51,49
47,50,49,55,49
46,54,48,55,47
45,53,47,60,45
45,52,47,57,49
45,56,46,56,47
42,55,46,60,47
42,54,50,57,47
42,52,50,60,46
42,51,49,62,46
42,55,49,59,45
40,59,48,58,45
39,62,48,58,43
38,60,47,63,42
37,58,52,62,41
37,58,54,60,41
36,58,53,59,44
35,58,52,58,47
35,57,56,58,44
35,54,55,57,49
34,52,55,61,48
39,51,54,59,47
39,49,52,59,51
38,49,55,57,51
37,49,53,57,54
36,49,56,56,53
36,47,56,60,51
35,46,55,63,51
35,49,55,61,50
34,48,60,59,49
34,48,65,57,46
39,46,64,55,46
39,45,68,53,45
38,50,64,53,45
37,55,62,52,44
37,60,60,52,41
37,58,62,52,41
36,62,60,51,41
36,61,58,50,45
40,61,55,49,45
45,61,55,47,42
44,60,54,52,40
44,63,52,51,40
44,61,55,50,40
