50,50,50,50,50
54,50,48,49,49
53,50,46,47,54
53,49,45,44,59
58,47,42,44,59
56,45,42,49,58
59,44,42,48,57
56,48,42,48,56
53,48,47,47,55
58,47,44,46,55
63,46,42,45,54
63,45,40,44,58
62,42,39,44,63
60,42,38,43,67
59,42,38,42,69
63,41,38,41,67
62,41,37,45,65
66,39,36,45,64
65,38,40,44,63
70,36,39,44,61
69,36,42,43,60
69,36,45,43,57
74,35,44,41,56
72,35,44,45,54
74,35,44,45,52
71,34,44,44,57
73,34,44,42,57
71,39,43,41,56
70,43,41,40,56
74,41,41,38,56
73,45,40,38,54
73,49,40,38,50
76,49,40,37,48
76,53,39,36,46
79,53,38,34,46
83,53,36,33,45
85,52,36,33,44
84,51,34,33,48
83,50,34,31,52
87,49,32,31,51
89,49,32,31,49
87,49,32,30,52
86,49,31,30,54
86,54,30,29,51
84,52,30,29,55
88,51,30,28,53
86,49,29,28,58
84,53,29,27,57
82,52,29,26,61
81,50,28,25,66
